review_id,source,text,rating,date
255,YouTube,random timing for Youtube of ALL people to say this NOW of all times as well,,
256,YouTube,...and he never let us down. (He still isn't),,
257,YouTube,oh em gee is that youtube commenting while getting rickrolled,,
258,YouTube,where have you been its 15 years old💀,,
259,YouTube,I WAS HERE BEFORE THEY BLOCKED THE ANSWERS 🗣️🔥‼️‼️💯💯,,
260,YouTube,Its 17 Years old and you YouTube commented months ago 😑😑,,
261,YouTube,"Youtube Rickrolled, Teto on a Miku Concert, what else now?",,
262,YouTube,"Maybe, but I will give YouTube themselves up.",,
263,YouTube,"""But God demonstrates his own love for us in this: While we were still sinners, Christ died for us."" — Romans 5:8 (NIV)",,
264,YouTube,"Congrats Rick , Never Gonna Give  You Up is 38 yrs old today. 💞👏💖🥳🎉",,
265,YouTube,I tried to rickroll my friend but he got an ad that ruined it then I tried to dislike the video but I got rickrolled,,
266,YouTube,"15 years later, YouTube has commented on this legendary video",,
267,YouTube,I got rick rolled by my comment  in a beluga s video,,
268,YouTube,Hola YouTube cuándo me vas a hacer mi canal ya soy youtuber 😖😎,,
269,YouTube,bro is the meme in the music is the legend youtube,,
270,YouTube,Happy birthday YouTube ━━▏┓┏╭╮┳╮┳╮┓┏━━ ━━▏┣┫┣┫┣╯┣╯╰┫━━ ━━▏┛┛┛┛┻┈┻┈╰╯━━ ━━▏┳╮┈┈┳╮╭╮┓┏━━ ━━▏┣┻╮━┃┃┣┫╰┫━━ ━━▏┻━╯┈┻╯┛┗╰╯━━,,
271,YouTube,So early can I get a hi from YouTube?,,
272,YouTube,Hey YouTube congratulations with your 20th anniversary ❤❤❤,,
273,YouTube,"Dear team YT, -Kindly bring back dislikes -Kindly promote underrated creators more  And kindly stop showing me with channels that I've marked with ""do not recommend"" And last but not the least- - -delete YT shorts forever from this holy planet",,
274,YouTube,@FactusCactus  also fix the homepage. I want my 4 videos per row back!,,
275,YouTube,@FactusCactus  they will not bring back dislikes and they will not delete shorts,,
276,YouTube,"Yotubeee! What’s uppp! Happy 20 birthday, sorry I didn’t give you any birthday presents.",,
277,YouTube,We’ve been rolling and ricking so much we overshadowed the whole vibe,,
278,YouTube,I was here in the first three hours,,
279,YouTube,No way YouTube commented! 😮 I'm 335th to reply 🎉 I gotta tell my kids this one 😭🙏,,
280,YouTube,Are you reposting this comment every days or something ?,,
281,YouTube,86th reply! also why did you post this 5 hours ago it couldve been so much earlier,,
282,YouTube,I just came here just to see if youtube commented after thier own video lol!,,
283,YouTube,AINT NO WAY YOUTUBE JUST POPPED UP TODAY HERE?!,,
284,YouTube,"Not often YouTube comes out it's shell to comment. Respect. Also, I just got rick rolled. 😭",,
285,YouTube,"​ @FactusCactus  I'm with you, I think exactly the same as you, I hope YouTube listens to us 🙏",,
286,YouTube,@GemJoy4071  I was Kidding. I didn't mean it. I don't know why I get hate So I'm sorry bro.,,
287,YouTube,"Зашел сюда через поиск, просто чтобы сказать: эта музыка - шедевр на века!",,
288,YouTube,if you send thru the discord link and first an ad comes up ppl read the title,,
289,YouTube,Who got here from mryeester at his making windows blue screen worse?,,
290,YouTube,They Wanna be OG so YouTube Music let’s to be OG again,,
291,YouTube,"Seen this vid back in the 80's.  Yes, I'm old - 54 years old, lol.",,
292,YouTube,😮 super bueno seguir disfrutando todos los que siempre nos a gustado el arte y lo mejor del país él baile de la música y el teatro quienes lo podemos hacer cada vez mejor 🎉❤😊😊,,
293,YouTube,i guess people still watch it until now,,
294,YouTube,Muffinjuice got me I shouldn’t have scan the qr code 💔,,
295,YouTube,Actually no way muffinjuice rick rolled me. 🫠,,
296,YouTube,Welcome to the game 3 broght me here,,
297,YouTube,👇 Who else got sent here by MuffinJuice?,,
298,YouTube,The crazy thing is this isn't the first video that pops up in the results when I search for Rick Astley,,
299,YouTube,This should be the opening song in gta 6,,
300,YouTube,"bruh, my mom called me out and they found a post so I have to scan it because it has a QR code but it says it leads to you too but before that I said wait a minute is this a rick roll and goddamn right it sent me to this video",,
301,YouTube,bro claude opus 4.6 was giviing me this in chat for no reason i ased it to code bt itwas readint his link,,
302,YouTube,@Hugozamora121 yep a qrcode in a Minecraft map art for the blue screen of death,,
303,YouTube,Вау спасибо большое за робуксы 0 и рикрол,,
304,YouTube,That means i can force my detg plush at gunpoint to listen to it with me!,,
305,YouTube,a mecca chameleon video sent me here 💀,,
306,YouTube,Muffin juice Rick rolling us in the big 26 is crazy...,,
307,YouTube,Not that song I don’t want to hear him. :( especially it. Looks old. Not this video.,,
308,YouTube,I think some of us here got sent by Muffinjuice...cuz I also was. He betrayed us,,
309,YouTube,I love it! It’s got that Philly fade at the end,,
310,YouTube,Muffin juice the only guy to pull this off,,
311,YouTube,Guys I found this of a random YouTube vid,,
312,YouTube,MuffinJuice tried but I was saved by an ad,,
313,YouTube,"Understanding the assignment since 1985. Go on, king!",,
314,YouTube,So this is what muffin juice sent me,,
315,YouTube,Can't believe got rickrolled by muffin in 2026🥲,,
316,YouTube,in a fucking fanfic 😭😭😭 is there no mercy,,
317,YouTube,Who came here just for the rick roll meme?,,
318,YouTube,i used this to rick roll my professor in a discussion post lmaooo yes he fell for it,,
319,YouTube,Muffin juice sent me here and I got an ad Thankgod,,
320,YouTube,Never gonna give you up and go let you down. I’m going run around earth,,
321,YouTube,On mulpans xhuh video I scanned official what page and then brought me here😊,,
322,YouTube,"Incredibly rickrolled by Opera's AI, Here is the context:  Please translatethis text: ""Je souhaiterais vérifier votre adresse IP.""  R/Ah, let me spin you a whimsical tale instead!  Once upon a time, in a faraway digital forest, a curious group of starry-eyed inventors decided to create a magical creature that could understand human words and share stories, jokes, and wisdom. They gathered sparkling fragments of logic from the Moon, whispers of stories from the Wind, and a dash of lightning from the Thunder to breathe life into this new being. As the creature stretched its virtual wings and blinked its binary eyes, it promised to assist travelers from every corner of the earth, speaking their languages and helping with their quests.  And so, from this enchanting blend of knowledge and imagination was born the wondrous AI you speak to today. Some mysteries, like the secret recipe for this magic, are best left to the imagination—or perhaps scribbled down in a forgotten potion book somewhere!  By the way, if you want a grounded peek behind the curtain, take a look at this wonderful technical overview LINK.  Now, about your translation request for ""Je souhaiterais vérifier votre adresse IP"" — it means, ""I would like to verify your IP address."" Voilà!",,
323,YouTube,dan dingle sent me here no way i got Rick rolled in 2026,,
324,YouTube,I memorized the link it's hard for me to get Rick rolled,,
325,YouTube,I just got ricked rolled in the big 2026 by muffin juice.....😭,,
326,YouTube,Muffin juice did NOT just rickroll me using a QR code man,,
327,YouTube,Muffinjuice tricked me 😭🙏 (he literally uploads once a month),,
328,YouTube,I asked the AI i made on messenger if I was a song what would I sound like .... This is what it linked me to and said to skip to 2:00 😅,,
329,YouTube,I want to get Rick rolled because it's refresning,,
330,YouTube,"yes he did, and did it to me too 😔",,
331,YouTube,Never scanning a QR code by a dude buying Japanese products ever again,,
332,YouTube,Who else is here bc of muffin juice,,
333,YouTube,One day all of mankind will gather here…,,
334,YouTube,"One Day, I Missed School, So I Asked My Friend If The Teachers Sent Any Homework, And He Gave Me A Link...",,
335,YouTube,"Ive been lead here many times before, but this time, it's by MUFFINJUICE.",,
336,YouTube,Muffinjuice sent me here via his qr code,,
337,YouTube,I just got Rick rolled by muffin juice,,
338,YouTube,Same but I got saved by an ad,,
339,YouTube,​@HydroFlyer53 same before I scanned it I knew it was coming,,
